VARIABLES = X, Y, Z
ZONE I=       37  J=       73  F=POINT
        5.2499516403        5.2499516403        0.8577179704
        5.3707337159        5.2499516403        0.8676299627
        5.4905965669        5.2499516403        0.8960565787
        5.6086279647        5.2499516403        0.9392614634
        5.7239296191        5.2499516403        0.9916243030
        5.8356240149        5.2499516403        1.0464444875
        5.9428610903        5.2499516403        1.0968724253
        6.0448247064        5.2499516403        1.1368169482
        6.1407388585        5.2499516403        1.1616854917
        6.2298735820        5.2499516403        1.1688470050
        6.3115505078        5.2499516403        1.1577594764
        6.3851480253        5.2499516403        1.1297648134
        6.4501060128        5.2499516403        1.0876123339
        6.5059301008        5.2499516403        1.0348175901
        6.5521954344        5.2499516403        0.9749875120
        6.5885499064        5.2499516403        0.9112418204
        6.6147168373        5.2499516403        0.8458350171
        6.6304970810        5.2499516403        0.7800383324
        6.6357705403        5.2499516403        0.7142857143
        6.6304970810        5.2499516403        0.6485330962
        6.6147168373        5.2499516403        0.5827364114
        6.5885499064        5.2499516403        0.5173296082
        6.5521954344        5.2499516403        0.4535839166
        6.5059301008        5.2499516403        0.3937538385
        6.4501060128        5.2499516403        0.3409590947
        6.3851480253        5.2499516403        0.2988066151
        6.3115505078        5.2499516403        0.2708119522
        6.2298735820        5.2499516403        0.2597244236
        6.1407388585        5.2499516403        0.2668859369
        6.0448247064        5.2499516403        0.2917544803
        5.9428610903        5.2499516403        0.3316990032
        5.8356240149        5.2499516403        0.3821269411
        5.7239296191        5.2499516403        0.4369471256
        5.6086279647        5.2499516403        0.4893099652
        5.4905965669        5.2499516403        0.5325148499
        5.3707337159        5.2499516403        0.5609414658
        5.2499516403        5.2499516403        0.5708534581
        5.2499516403        5.2499516403        0.8577179704
        5.3702741036        5.2604784918        0.8676299627
        5.4896808403        5.2709252276        0.8960565787
        5.6072630930        5.2812123418        0.9392614634
        5.7221259898        5.2912615431        0.9916243030
        5.8333953547        5.3009963511        1.0464444875
        5.9402243607        5.3103426781        1.0968724253
        6.0417999744        5.3192293928        1.1368169482
        6.1373491442        5.3275888620        1.1616854917
        6.2261446832        5.3353574650        1.1688470050
        6.3075108036        5.3424760781        1.1577594764
        6.3808282603        5.3488905244        1.1297648134
        6.4455390630        5.3545519861        1.0876123339
        6.5011507236        5.3594173759        1.0348175901
        6.5472400036        5.3634496654        0.9749875120
        6.5834561359        5.3666181664        0.9112418204
        6.6095234937        5.3688987647        0.8458350171
        6.6252436888        5.3702741036        0.7800383324
        6.6304970810        5.3707337159        0.7142857143
        6.6252436888        5.3702741036        0.6485330962
        6.6095234937        5.3688987647        0.5827364114
        6.5834561359        5.3666181664        0.5173296082
        6.5472400036        5.3634496654        0.4535839166
        6.5011507236        5.3594173759        0.3937538385
        6.4455390630        5.3545519861        0.3409590947
        6.3808282603        5.3488905244        0.2988066151
        6.3075108036        5.3424760781        0.2708119522
        6.2261446832        5.3353574650        0.2597244236
        6.1373491442        5.3275888620        0.2668859369
        6.0417999744        5.3192293928        0.2917544803
        5.9402243607        5.3103426781        0.3316990032
        5.8333953547        5.3009963511        0.3821269411
        5.7221259898        5.2912615431        0.4369471256
        5.6072630930        5.2812123418        0.4893099652
        5.4896808403        5.2709252276        0.5325148499
        5.3702741036        5.2604784918        0.5609414658
        5.2499516403        5.2499516403        0.5708534581
        5.2499516403        5.2499516403        0.8577179704
        5.3688987647        5.2709252276        0.8676299627
        5.4869406297        5.2917391933        0.8960565787
        5.6031788654        5.3122351304        0.9392614634
        5.7167288286        5.3322570526        0.9916243030
        5.8267263356        5.3516525809        1.0464444875
        5.9323342388        5.3702741036        1.0968724253
        6.0327487985        5.3879798997        1.1368169482
        6.1272057991        5.4046352175        1.1616854917
        6.2149863658        5.4201132998        1.1688470050
        6.2954224356        5.4342963491        1.1577594764
        6.3679018414        5.4470764239        1.1297648134
        6.4318729711        5.4583562600        1.0876123339
        6.4868489658        5.4680500112        1.0348175901
        6.5324114250        5.4760839020        0.9749875120
        6.5682135909        5.4823967899        0.9112418204
        6.5939829874        5.4869406297        0.8458350171
        6.6095234937        5.4896808403        0.7800383324
        6.6147168373        5.4905965669        0.7142857143
        6.6095234937        5.4896808403        0.6485330962
        6.5939829874        5.4869406297        0.5827364114
        6.5682135909        5.4823967899        0.5173296082
        6.5324114250        5.4760839020        0.4535839166
        6.4868489658        5.4680500112        0.3937538385
        6.4318729711        5.4583562600        0.3409590947
        6.3679018414        5.4470764239        0.2988066151
        6.2954224356        5.4342963491        0.2708119522
        6.2149863658        5.4201132998        0.2597244236
        6.1272057991        5.4046352175        0.2668859369
        6.0327487985        5.3879798997        0.2917544803
        5.9323342388        5.3702741036        0.3316990032
        5.8267263356        5.3516525809        0.3821269411
        5.7167288286        5.3322570526        0.4369471256
        5.6031788654        5.3122351304        0.4893099652
        5.4869406297        5.2917391933        0.5325148499
        5.3688987647        5.2709252276        0.5609414658
        5.2499516403        5.2499516403        0.5708534581
        5.2499516403        5.2499516403        0.8577179704
        5.3666181664        5.2812123418        0.8676299627
        5.4823967899        5.3122351304        0.8960565787
        5.5964063653        5.3427839041        0.9392614634
        5.7077792111        5.3726261682        0.9916243030
        5.8156677127        5.4015348051        1.0464444875
        5.9192507734        5.4292898025        1.0968724253
        6.0177400635        5.4556799283        1.1368169482
        6.1103860201        5.4805043375        1.1616854917
        6.1964835515        5.5035741015        1.1688470050
        6.2753774036        5.5247136455        1.1577594764
        6.3464671465        5.5437620847        1.1297648134
